BusID	Parent	Country
8839864	SCANDAGRA GROUP AB	SWE
24095655	PILLAR CAPITAL, AS	LVA
3878406	POLSKI KONCERN NAFTOWY ORLEN S A	POL
22807874	AVH GRUPP AS	EST
22509819	KG CONSTRUCTIONS GROUP UAB	LTU
13019966	EIKA UAB	LTU
21549813	C.I.G CAPITAL INVEST GAZ LTD	CYP
91709119	GALINTA UAB	LTU
23335588	SIBANYE STILLWATER LTD	ZAF
16216983	VEDANTA RESOURCES LIMITED	GBR
16883298	ROYAL BAFOKENG HOLDINGS (PTY) LTD	ZAF
21013275	THARISA PLC	CYP
9937410	DANGOTE INDUSTRIES LIMITED	NGA
22823178	TERRA MAURICIA LTD	MUS
1665244	ANGLOGOLD ASHANTI LTD	ZAF
16351679	CIEL LIMITED	MUS
3981507	PUMA SE	DEU
22461707	BUD GROUP (PTY) LTD	ZAF
23934083	STONEWIN HOLDINGS LTD	JEY
18721423	ACCENTURE PUBLIC LIMITED COMPANY	IRL
23583193	E. & A. SCHEER GROUP HOLDING B.V.	NLD
7216698	BEIJING CONSTRUCTION ENGINEERING	CHN
18542915	AK RETAIL HOLDINGS LIMITED	GBR
23634356	CWF DEVELOPPEMENT	FRA
4301466	NIPPON YUSEN KK	JPN
22833252	TAYLOR SMITH INVESTMENT LTD	MUS
85035655	IBL LTD	MUS
2583427	CURRIMJEE JEEWANJEE AND COMPANY	MUS
4055253	EGON OLDENDORFF GMBH & CO. KG	DEU
11037025	THE UNITED BASALT PRODUCTS LIMITED	MUS
22250586	LONRHO HOLDINGS LIMITED	GBR
9844264	THAI UNION GROUP PUBLIC COMPANY	THA
23590374	FERTIBERIA SARL	LUX
13784893	AVI LTD	ZAF
18317333	KILIC HOLDING A.S.	TUR
17681784	HOLKA SAS	MYT
382037	ICL GROUP LTD	ISR
23871383	TIPA HOLDING AG	CHE
18028104	POULINA GROUP HOLDING SA	TUN
16706716	FIN GO & FUEL S.P.A.	ITA
23824476	SOLTEC POWER HOLDINGS SA	ESP
14644982	SPA CEVITAL	DZA
4868700	COMPAGNIE FINANCIERE ET DE	FRA
23628533	BALUCO LTD	CYP
24022158	COCKETT GROUP HOLDING LIMITED	ARE
16782055	JETEX FZE	ARE
19609748	MISTRAL WIND SARL	LBN
23876910	I6 COMPANY	FRA
2576357	STE DENGRAIS ET DE PRODUITS	TUN
19145616	HORCHANI GROUP	TUN
4152302	SOCIETE COOPERATIVE AGRICOLE	FRA
13694674	VIPA HOLDING S.A.	CHE
16549824	GABONAISE DE GESTION ET DE	GAB
24073959	GLASS PARTNERS SOLUTIONS HOLDING &	FRA
18045669	GROUPE BISMUTH	TUN
23348338	SCANDINAVIAN PAPERS IND. CO.	ARE
15067908	STE LUMIERE MAHBOUBINE SARL	TUN
11194366	UBIPHARM	FRA
10645977	BUNKER HOLDING A/S	DNK
11659198	UNIVERS CHIMIE SARL	TUN
10385483	STE SARTEX - SARTEX / SOCIETE ARTS	TUN
16322706	CONVERSION DES PAPIERS ET CARTONS	TUN
20977104	PACK LINE CO FOR INDUSTRIAL	EGY
17121194	STÉ D’EXPLOITATION ET DE PROMOTION	TUN
21217654	OILSERV-OILFIELD SERVICES COMPANY	IRQ
19029302	TRENORA S.R.L.	ITA
13139635	KROMBERG & SCHUBERT GMBH	DEU
787025	N.P. LANITIS LIMITED	CYP
18431846	SHIJIAZHUANG BENEBO INTERNATIONAL	CHN
4889557	BAXTER INTERNATIONAL INC.	USA
20943019	DIONIGI - SOCIETA A	ITA
10838933	INTAS PHARMACEUTICALS LIMITED	IND
14732933	LOPEROSA SOCIETA COOPERATIVA A	ITA
21589018	CONBEL SRL	ITA
20167883	EUROLAVORI S.R.L. - IN	ITA
19033172	RECE S.R.L.	ITA
23837611	IMMOBILIARE SMEV S.R.L.	ITA
21605937	MG S.R.L.	ITA
19953215	MEGA S.R.L.	ITA
369386	LABORATORIOS FARMACEUTICOS ROVI SA	ESP
24188874	HG S.R.L.	ITA
24252928	ECO SONIA SERVICE S.R.L.	ITA
95317012	TERMOTETTI COSTRUZIONI S.R.L.	ITA
8952095	PBG S A W RESTRUKTURYZACJI [ W	POL
23050785	HASS HOLDING LIMITED	CYP
21426425	POLSKA GRUPA ZBROJENIOWA S A	POL
3885889	PORR AG	AUT
13932745	PGE POLSKA GRUPA ENERGETYCZNA S A	POL
10532853	STALPROFIL S A	POL
11653875	PRZEDSIEBIORSTWO HANDLOWO	POL
4126683	GULERMAK AGIR SANAYI INSAAT VE	TUR
3937153	POLIMEX MOSTOSTAL S A	POL
13960933	ERBUD S A	POL
974273	CEZ, A. S.	CZE
77549979	PRIME CONSTRUCTION SP Z O O SPÓLKA	POL
21686561	DIM S A	POL
16127244	KOPALNIE DOLOMITU S A W	POL
22981536	ALBA EUROPE HOLDING PLC & CO. KG	DEU
1782408	JASTRZEBSKA SPÓLKA WEGLOWA S A	POL
17312529	PAL GAZ SP Z O O	POL
22389507	ELMONT GRUPA S A	POL
88496343	ELMO S A	POL
7271446	TRACK TEC S A	POL
3948301	BOCCARD	FRA
13778093	KORPORACJA BUDOWLANA DOM S A [ W	POL
86294	DOOSAN CO LTD	KOR
11350478	FIMA UAB	LTU
16587406	SBM SP Z O O	POL
20359847	TRASKO INWEST R SP Z O O	POL
18531189	WALLSTEIN HOLDING GMBH & CO. KG	DEU
216289	ZE PAK S A	POL
3878368	GRUPA AZOTY S A	POL
14550767	GASCONTROL, SPOLECNOST S R.O.	CZE
9695945	AUTOMATIC SYSTEMS ENGINEERING SP Z	POL
19331354	SPIE SA	FRA
13961875	POLSKI HOLDING OBRONNY SP Z O O	POL
23811769	THC SICAV-RAIF S.A.	LUX
9352562	CERMAG SP Z O O	POL
17610786	ZUE S A	POL
98718698	MAXTO ITS SP Z O O	POL
37392191	AGENCJA MIENIA WOJSKOWEGO	POL
21402252	SEEN HOLDING SP Z O O	POL
15665519	OPEX S A	POL
17952476	ELTEL AB	SWE
13347291	RETHMANN SE & CO. KG	DEU
21678563	TMPM SP Z O O	POL
32860073	ETP S A	POL
21516050	MICHALOWSKI SPÓLKA KOMANDYTOWA	POL
22848092	WLADYSLAW GRZECH MTM SPÓLKA JAWNA	POL
61067694	CONTRACTOR WMB SP Z O O	POL
23732819	WARSZAWSKIE PRZEDSIEBIORSTWO	POL
21621118	STERKOL SP Z O O	POL
13778494	KSH HOLDING SP Z O O	POL
16727656	GRUPA KAPITALOWA POL DRÓG SP Z O O	POL
15688826	STANISLAW BOGUTA	POL
11157374	TANKPOL B I R MOSIO SPÓLKA JAWNA	POL
31541229	PBO CONSTRUCTION SP Z O O	POL
19905256	PRZEDSIEBIORSTWO BADAN I EKSPERTYZ	POL
13963639	PRZEDSIEBIORSTWO INSTALACYJNO	POL
9276181	POZNANSKA KORPORACJA BUDOWLANA	POL
13966381	URBEX SP Z O O	POL
16343463	KOLEJOWE ZAKLADY NAWIERZCHNIOWE	POL
23088613	R POWER S A	POL
17032777	DUNA ASZFALT UT ES MELYEPITO	HUN
9029695	INTROL S A	POL
22692248	COMPUTEX SP Z O O	POL
30436946	MALDROBUD SP Z O O	POL
82698584	DYSKRET POLSKA SP Z O O	POL
49062652	CHS HOLDING SP Z O O	POL
35056200	PRZEDSIEBIORSTWO PRODUKCYJNE I	POL
13854209	TOWARZYSTWO FINANSOWE SILESIA SP Z	POL
11253912	TRIAS S A	POL
22653284	JOVO SP Z O O	POL
11591712	GRUPA UNIMAX S A	POL
33241787	INFRAKOM TEAM SP Z O O	POL
16167443	ARCTURUS SP Z O O	POL
10346563	BETONOX S A	POL
65231513	ADAC LEWAR SP Z O O	POL
87663665	MS MAREK SIADUL	POL
22628064	GRUPA FEWATERM SP Z O O	POL
14089045	AQUANET S A	POL
20638514	ORTIE CAPITAL INVESTMENT S A	POL
24251058	PERFECT ALFA 2 SP Z O O	POL
21519518	GRUPO BALZOLA HOLDING MOBILIARIO	ESP
23090238	SARIVO BUDOWNICTWO SP Z O O	POL
60389982	ZAKLAD INSTALACJI SANITARNYCH C O	POL
1893801	MOSTOSTAL ZABRZE S A	POL
22921442	PODKARPACKA GRUPA INWESTYCYJNA SP	POL
13967756	GRUPA KAPITALOWA IMMOBILE S A	POL
9730329	INSTAL KRAKÓW S A	POL
91327492	AL MAR SP Z O O	POL
13966631	PRZEDSIEBIORSTWO KOMPLETACJI I	POL
3643720	A. HAK GROEP B.V.	NLD
23219595	WHITE STONE DEVELOPMENT SP Z O O	POL
21313818	2K SERWIS SP Z O O	POL
23063706	SØLYSTGAARD HOLDING APS	DNK
20298769	ECO TEAM SP Z O O	POL
19403724	KAMINSKI SP Z O O	POL
23495271	EQUO S A	POL
61735113	ZEMAN BETEILIGUNGS-GESELLSCHAFT	AUT
20821395	ENERGY SOLUTIONS SP Z O O	POL
89290218	PROBUDEX S A	POL
16419962	ZARZAD MORSKICH PORTÓW SZCZECIN I	POL
11053175	EST ENERGY SP Z O O	POL
76771374	EVERSPORT S A	POL
17727054	TAURON POLSKA ENERGIA S A	POL
9910075	BICKHARDT BAU SE	DEU
1674292	ATMAN SP Z O O	POL
53719398	BDS INSTAL SP Z O O	POL
13858797	PLANETA S A	POL
16376593	GRUPA EKOENERGIA SP Z O O	POL
17231252	K3 SP Z O O	POL
91246534	PRZEDSIEBIORSTWO ROBÓT DROGOWYCH	POL
910022	SYGNITY S A	POL
81769713	MAT BUD MATERIALY BUDOWLANE S C	POL
55671556	SPS INSCON SP Z O O	POL
22136661	SIT GARLO SP Z O O	POL
15863035	NTT SYSTEM S A	POL
14365392	ZARZAD MORSKIEGO PORTU GDYNIA S A	POL
23685175	MIRES SP Z O O	POL
20214154	ARKADIUSZ HARASIMOWICZ PW HARAS	POL
47305998	BUDWOJ SP Z O O	POL
86144265	PRZEDSIEBIORSTWO PRODUKCYJNO	POL
36381951	FIRMA BUDOWLANA MAREK ANTCZAK SP Z	POL
88396300	PRB DROBET AGNIESZKA KMIECIK	POL
17262224	LM HOLDING GMBH & CO. KG	DEU
15250845	WIELOBRANZOWE PRZEDSIEBIORSTWO	POL
16747364	SPECJALISTYCZNE USLUGI GAZOWNICZE	POL
14366661	SACZYWKO ROMAN RO SA BUD	POL
20791649	PROTECHNIKA SP Z O O	POL
21081254	BAKAR S C JACEK KARBOWNIK BEATA	POL
23568273	TEXO SP Z O O SPÓLKA KOMANDYTOWA	POL
13967933	PROCHEM S A	POL
22644004	BULLAIT S C ANDRZEJ CIUCHTA	POL
17012278	PRZEDSIEBIORSTWO SPRZETOWO	POL
63614324	SGB POSADZKI PRZEMYSLOWE SP Z O O	POL
13859666	SAVEX ZGORZELEC S A [ W UPADLOSCI	POL
14288282	PRZEDSIEBIORSTWO AGAT S A	POL
20370573	EMCA S A	POL
23356157	FIRMA DROGOWA ANDAR S C A D	POL
3673860	N.M. HEILIG HOLDING B.V.	NLD
13415837	EUROPOLES HOLDING GMBH	DEU
16924686	CEMBET STACHNIK SPÓLKA JAWNA	POL
155361	J.F.C. MANUFACTURING CO. LIMITED	IRL
17550254	VOXEL S A	POL
20751333	ICF KARTING SP Z O O SPÓLKA	POL
22549613	VEII SP Z O O	POL
2705509	LESZCZYNSKA FABRYKA POMP SP Z O O	POL
11592508	ZAKLAD BUDOWY MASZYN ZREMB	POL
20861494	KMD INWEST SP Z O O	POL
21090056	PENTA INVESTMENT LIMITED	JEY
22759116	JOHS RASMUSSEN AS	NOR
15719437	ROLGOS SP Z O O	POL
17550257	AXPO HOLDING AG	CHE
23567667	KI CHEMISTRY S.À R.L.	LUX
3970750	GOLDBECK GMBH	DEU
4301145	GÜNTHER REH AKTIENGESELLSCHAFT	DEU
13930401	CELL FAST SLABIK I SLABIK SPÓLKA	POL
22379298	INEOS LIMITED	IMN
23027181	DOW INC.	USA
23057448	VINMAR CAPITAL HOLDINGS LP	USA
23157174	DMT PLUSS SIA	LVA
51141939	PPUH AUTOPART JACEK BAK SP Z O O	POL
21226153	EURO COMFORT HOLDING GMBH	DEU
4066450	ICC INDUSTRIES INC.	USA
9933186	TRASKO INVEST SP Z O O	POL
11366746	MOKATE S A	POL
31086391	BAT HOLDING GMBH	DEU
17694733	THULE GROUP AB	SWE
9726676	VKR HOLDING A/S	DNK
8858103	AB DAN PERSSON FÖRVALTNING	SWE
65205278	BUD REM STAL SP Z O O SPÓLKA	POL
21618138	INS EL SP Z O O SPÓLKA KOMANDYTOWA	POL
820403	COLUMBIA MACHINE, INC.	USA
24017933	FIRMENGRUPPE BLICKLE	DEU
14821098	HANSENGROUP A/S	DNK
1653076	EOC MANAGEMENT NV	BEL
11620933	LEIER HOLDING GMBH	AUT
8216758	JOSKIN PIRARD HOLDING SCRL	BEL
3856835	FISKARS OYJ ABP	FIN
23610029	EVER TTL SP Z O O	POL
715350	UPONOR OYJ	FIN
8842414	NIBE INDUSTRIER AB	SWE
23580814	MP MNG SP Z O O	POL
1582089	SCOPE METALS GROUP LTD	ISR
20712084	HOB HOLDING GMBH	DEU
10614013	LINDAB INTERNATIONAL AB	SWE
39587236	FORMAT URZADZENIA I MONTAZE	POL
56570470	TRANSPED HOLDING GMBH	AUT
21803119	SCHNEIDER HOLDING GMBH	DEU
11992618	NANCY CHEVAL	FRA
4255480	FAERCH A/S	DNK
17992662	TECHNOBUD ANDRZEJ FEDIO TOMASZ	POL
16098155	POLEN ZEMENT BETEILIGUNGS-	DEU
20237253	PERINI LANG HOLDING S.R.L.	ROU
23879187	DESIDERIO INVESTMENTS SP Z O O	POL
15197052	HORST-DIETER JORDAN GMBH & CO. KG	DEU
23618074	PARENTIS SP Z O O	POL
18756127	FREJADA HOLDING APS	DNK
16859647	LUIGI CIMOLAI HOLDING S.P.A.	ITA
1547301	WOLF HOLDING GMBH	AUT
4062238	ZENTIS FRUCHTWELT GMBH & CO. KG	DEU
22719418	GIRARDINI HOLDING S.R.L.	ITA
18858716	MND A.S.	CZE
23904183	IVF BETEILIGUNGS GMBH	DEU
4765099	CAFEA GMBH	DEU
16323885	FRANZ JOSEF HASLBERGER GMBH & CO.	DEU
13781274	EXPANDIA, A.S.	CZE
7210100	KAUFMANN GMBH & CO. KG	DEU
21650885	NFM GROUP AS	NOR
24092697	KLUTHE CHEMICALS GMBH & CO. KG	DEU
10584263	BAYAMO B.V.	NLD
21376432	EUROPRIS ASA	NOR
72384712	ROTOX BESITZ- UND	DEU
7412258	GEBROEDERS LEEIJEN BEHEER B.V.	NLD
77075690	TALARINVEST NV	BEL
10500794	PRUMYSLOVE PODLAHY PLACEK A.S.	CZE
20404718	OSEDAX S C DARIUSZ MERTA RENATA	POL
15489283	COMFORTCLIMA S.C. GRZEGORZ	POL
23834044	SYNBIOL, A.S.	CZE
90573374	P. HENKEL GMBH	DEU
15321373	SEKISUI JUSHI CORPORATION	JPN
18290181	SINERGON HOLDING AD	BGR
20074654	MAGNUM AS	EST
18307997	TEN CAPITAL OY	FIN
76408429	EMPRESS GARLAND LIMITED	GBR
2007038	DANISH AGRO A.M.B.A	DNK
22532572	RUBIX LIMITED	GBR
23919290	WESTCOAST GROUP HOLDINGS LIMITED	GBR
3817269	W.T.C. HOLDING B.V.	NLD
16378726	BIURO INZYNIERSKIE SP Z O O	POL
22550034	TIM TOMASZEWSKI MARCIN MARCZYK	POL
17870975	ELSEWEDY ELECTRIC SAE	EGY
10313599	GLOBAL NAPI PHARMACEUTICALS SAE	EGY
2610932	DURAVIT AKTIENGESELLSCHAFT	DEU
21697237	CENTAMIN PLC	JEY
4167023	EGYPTIAN ELECTRICITY HOLDING	EGY
8873228	FASETTEN AB	SWE
17159756	EL KASSAB FOREIGN TRADE CO. -	EGY
17012910	BORSAH FURNITURE TRADING BRANCH OF	SAU
4059202	HEIDELBERG MATERIALS AG	DEU
49465757	CO-RO HOLDING A/S	DNK
15924651	SUHAIL BAHWAN GROUP HOLDING	OMN
21730957	F&F B.V.	NLD
23541186	IRGENRE GROUP SRL	ITA
11457858	PAMA PREFABBRICATI - S.R.L. - IN	ITA
19626836	MILLENIUM PARTECIPAZIONI S.R.L.	ITA
10325505	MONTICOLOR S.P.A.	ITA
13926145	FO.MET.A.L. SRL	ITA
18960773	KALLISTA ENERGY	FRA
21525588	UCKERWERK ENERGIETECHNIK	DEU
78272681	VOL-V	FRA
22205439	JAZENEUIL ENERGIES	FRA
24318646	ORSANA	FRA
19530741	TRAMUNTANA GMBH	DEU
23121849	INNERGEX AUBE S A S	FRA
53218063	TENERGIE	FRA
17956196	NASS EXPANSION	FRA
14087633	PRZEDSIEBIORSTWO ROBÓT DROGOWYCH	POL
80077217	PRODUKCJA I EKSPLOATACJA KRUSZYWA	POL
21599461	X BUD HANDEL S C ROBERT ZLOCKI	POL
22628767	JAPFA LTD.	SGP
19762178	TIGER SASH CO LTD	JPN
15141341	HYUNDAI DEPARTMENT STORE CO LTD	KOR
11542461	CHAROEN POKPHAND GROUP COMPANY	THA
22881189	PT. WINGS GROUP INDONESIA	IDN
15649065	SHIN HEUNG PRECISION CO LTD	KOR
16858579	KIYOKUNI INDUSTRY CO LTD	JPN
3587119	CTR TRADING HOLDING B.V.	NLD
4785825	DR. AUGUST OETKER KG	DEU
15636284	MULFORD INTERNATIONAL PTE. LTD.	SGP
5860836	PT. GREAT GIANT PINEAPPLE	IDN
21700841	WARWICK FABRICS HOLDINGS PTY LTD	AUS
13872013	GEVACRIL S.R.L.	ITA
23733765	ROLLEASE ACMEDA HOLDINGS PTY LTD	AUS
21079313	NJS AUSTRALIA PTY LTD	AUS
22786766	WUMEI TECHNOLOGY GROUP INC	CHN
9827688	SHOUGANG GROUP	CHN
16864189	WUCHAN ZHONGDA GROUP	CHN
511137	CHINA STATE CONSTRUCTION	CHN
20996867	JD.COM INC.	CYM
12847495	CHINA MINMETALS CORPORATION	CHN
21784641	SINAR MAS PAPER (CHINA) INVESTMENT	CHN
21834260	TRIP.COM GROUP LTD	CYM
22178381	ZHEJIANG RONGSHENG HOLDING GROUP	CHN
9099158	ASTRAZENECA PLC	GBR
21605496	C.M.T. S.R.L.	ITA
13865522	ERMENEGILDO ZEGNA N.V.	ITA
18525176	SERVIZI & RISORSE S.R.L.	ITA
23071944	GINESE HOLDING S.R.L.	ITA
2144295	SOCIETE NATIONALE SNCF	FRA
14789848	FINMET S.P.A.	ITA
22957058	R.V.L. GROUP S.R.L.	ITA
93216491	CRANE WORLDWIDE LOGISTICS LLC	USA
14320811	CARBONES HOLDING GMBH	AUT
14735495	UBV GROUP S.P.A.	ITA
23865269	SOSTENYA GROUP S.R.L.	ITA
23589945	ECOBAT, LLC	USA
13850518	FINSEA - S.P.A.	ITA
24012198	FLORENCE INVESTCO S.R.L.	ITA
18449093	PAMA S.R.L.	ITA
22305156	MINFIN S.R.L.	ITA
23991334	FA HOLDING S.R.L.	ITA
16984248	VANINI HOLDING S.R.L.	ITA
14058628	R.C.M. COSTRUZIONI - S.R.L.	ITA
23557372	ESSENTIA HOLDING S.R.L.	ITA
21443603	GREENWAY GROUP SRL	ITA
23145256	PIZZUTI REAL ESTATE S.R.L. IN	ITA
21612912	SERVICE - S.R.L.	ITA
16305588	S.O. HOLDING S.P.A.	ITA
51320369	CALEVRO - S.R.L.	ITA
21976200	MACOR IMMOBILIARE S.R.L.	ITA
9763989	NONTEX S.P.A.	ITA
21998527	SPININVEST S.R.L.	ITA
16351088	PETROLMENGA S.R.L.	ITA
13906871	HORSA S.P.A.	ITA
13814048	FEN ENERGIA SPA	ITA
83593850	NTE SRL	ITA
23764410	ZEFIRO HOLDING S.R.L.	ITA
80890902	SYSTEM ENGINEERING SOLUTIONS	ITA
18810847	BERTI STORE S.R.L.	ITA
22779307	SANGUEDOLCE HOLDING S.R.L.	ITA
23824097	J+K CONSTRUCTION SP Z O O	POL
18047998	ALSTAL GRUPA BUDOWLANA SP Z O O	POL
13963159	ZAKLADY REMONTOWE ENERGETYKI	POL
16793065	ORIGIN ENTERPRISES PUBLIC LIMITED	IRL
4102609	INTERNATIONAL FLAVORS & FRAGRANCES	USA
21375045	EQUIBOX HOLDING S.P.A.	ITA
21528637	GOLDEN BLUE	FRA
14440956	BITRON INDUSTRIE S.P.A.	ITA
23131286	BUZIOL INVESTIMENTI S.R.L.	ITA
10774029	OMNIUM DE PARTICIPATIONS	FRA
2350143	PVH CORP.	USA
2364636	SOMFY SA	FRA
20304821	LASATEC S.R.L.	ITA
4094777	ATLAS PEINTURES SARL	TUN
17357342	EIROHOLDINGS SIA	LVA
63206009	REM PRO SIA	LVA
19131487	ALTRAD INVESTMENT AUTHORITY	FRA
11278297	MONO SIA	LVA
1478657	WAHIB SAEED BINZAGR & BROTHERS CO.	SAU
22939095	SIGMA HOLDCO B.V.	NLD
2765328	FALABELLA S.A.	CHL
1755437	WALMART INC.	USA
21861152	MULTIEXPORT FOODS S.A.	CHL
15736015	SALFACORP, S.A.	CHL
20368633	SMU, S.A.	CHL
19835794	AGROSUPER S.A.	CHL
4359485	BLUMAR, S.A.	CHL
64930429	JOYVIO AGRICULTURE DEVELOPMENT	CHN
15934542	ALIMENTOS MARINOS S.A. ALIMAR	CHL
2523494	EMPRESAS COPEC S.A.	CHL
11577948	CAMANCHACA, S.A.	CHL
20956191	RIPLEY CORP S.A.	CHL
4132923	MOWI ASA	NOR
21635151	SALMONES AUSTRAL S.A.	CHL
13715101	FOMENTO ECONÓMICO MEXICANO, S.A.B.	MEX
21100077	ECHEVERRIA IZQUIERDO S.A.	CHL
17456158	EMPRESAS TATTERSALL S.A	CHL
3930516	AGRICOLA ARIZTIA LIMITADA	CHL
3886205	BIOMAR GROUP A/S	DNK
20795634	HORTIFRUT, S.A.	CHL
9861097	ORGANIZACIÓN SORIANA, S.A.B. DE	MEX
23394803	UNIFRUTTI INTERNATIONAL HOLDINGS	CYP
21636659	FERIA DE OSORNO, S.A.	CHL
434251	COMPAÑIA CERVECERIAS UNIDAS S.A.	CHL
1266310	YFY INC	TWN
4805345	KOCH INDUSTRIES, INC.	USA
14950349	GRUPO NUTRESA S.A.	COL
23848559	DOLE PUBLIC LIMITED COMPANY	IRL
15673430	SCHÖRGHUBER STIFTUNG & CO.	DEU
10737496	ASAHI GROUP HOLDINGS LTD	JPN
726294	CAP S.A.	CHL
9324289	ALBEMARLE CORPORATION	USA
24237630	MARKET BIDCO LIMITED	GBR
9714681	GRUPO COMERCIAL CHEDRAUI, S.A.B.	MEX
16312866	ANTOFAGASTA PLC	GBR
22577965	NUTRIEN LTD	CAN
10420444	FRESH DEL MONTE PRODUCE INC.	USA
1063237	AEON CO LTD	JPN
18699006	SOPROLE INVERSIONES S.A.	CHL
4137229	KOMATSU LTD	JPN
11577717	ACEROS AZA S.A.	CHL
8790118	ESSITY AB (PUBL)	SWE
1501864	EMBOTELLADORA ANDINA SA T/A	CHL
15958253	AGRICOLA INDUSTRIAL LO VALLEDOR	CHL
22139849	SOGEPOC SOCIEDADE GESTORA DE	PRT
1447968	EMPRESAS IANSA S.A.	CHL
11611085	MAYR-MELNHOF KARTON	AUT
22135856	WOM MOBILE S.A.	CHL
20829666	PESQUERA YADRAN S.A.	CHL
11459470	BIO PAPPEL, S.A. DE C.V.	MEX
66687681	EDELMANN HOLDING GMBH & CO. KG	DEU
23654512	F PARTICIPATIONS	FRA
7249159	DESCOURS ET CABAUD	FRA
20871055	COM-CAVI S.P.A. HOLDING	ITA
17455631	AB HOLDING GMBH	DEU
8685150	HEAT AND CONTROL, INC.	USA
4354239	AGENCJA ROZWOJU PRZEMYSLU S A	POL
3896245	TENGELMANN	DEU
16777572	MCI MANAGEMENT SP Z O O	POL
3760094	INGKA HOLDING B.V.	NLD
11048372	KELLER GROUP PLC	GBR
10051474	FEDEX CORPORATION	USA
24098146	SIW C1 SP Z O O	POL
16223448	FOODPOL SP Z O O	POL
8758300	THOMAS CONCRETE GROUP AB	SWE
86212367	VTS GROUP S.A.	LUX
1867686	SIG PLC	GBR
10456575	NEWAG S A	POL
7520678	VOS LOGISTICS BEHEER B.V.	NLD
36108370	MARATHON PETROL SP Z O O	POL
11428049	ARBONIA AG	CHE
22431270	SUUS HOLDING SP Z O O	POL
14848845	MATERIALY BUDOWLANE AW WESOLEK SP	POL
4006043	COOP-GRUPPE GENOSSENSCHAFT	CHE
18818647	LEVERANDØRSELSKABET DANISH CROWN	DNK
22461096	PALIWA SP Z O O	POL
52360863	UOS DRILLING S A	POL
11591228	MOSTOSTAL PULAWY S A	POL
19590283	GROUPE BATIGE	FRA
15375510	MFC PROU-INVESTISSEMENT	FRA
24110496	G T R	FRA
62222069	GROUPE LESTERLIN	FRA
17973089	G3J	FRA
23777620	ARBREOM	FRA
19987909	FGI	FRA
24131998	HEWI	FRA
23949475	GROUPE ZIRVET	FRA
23987179	MI EST DEVELOPPEMENT	FRA
21972544	JEAN PETION CONSEILS	FRA
16816563	MARC VEYRAC PROMOTION	FRA
21426797	BATIWEST	FRA
11984253	FINANCIERE PIRAINO	FRA
17373442	VILLADIM PARTICIPATIONS	FRA
61969515	OBATY GROUP	FRA
11796270	LH	FRA
21899965	LE TREFLE LCP	FRA
21110464	MCD FINANCES	FRA
22297354	OB IMMO	FRA
23646458	GROUPE MODA	FRA
23679462	PC HOLDING	FRA
11961553	WINDY CAT	FRA
19186362	OLIVIER LAURENT HOLDING	FRA
7208682	ETABLISSEMENTS GUILLAUMIE	FRA
21741602	HOLDING DELPECH INVESTISSEMENT	FRA
21491552	COMPAGNIE DE CONCEPTION ET DE	FRA
36328954	LOONIS HABITAT	FRA
12551761	BE 3 C	FRA
23160830	ACC FINANCES	FRA
40299251	MARSANNAY CONSTRUCTION	FRA
12402526	MAISONS VERTES PARTICIPATIONS	FRA
23185590	S C 2 C	FRA
19128377	HOLDING KELM	FRA
22014464	DAM INVEST	FRA
12405596	MAISONS GUITARD	FRA
18914796	FOUSSE	FRA
12593317	SOCIETE DE PRESTATION ET	FRA
22793042	EURL YS	FRA
24296561	JFG	FRA
20702233	A 2 INVEST	FRA
12475337	TECHNIQUE ET COMMUNICATION	FRA
23861263	BEL BAT SPRL	BEL
23914602	AD HOLDING	FRA
23721434	GROUPE ATFEL	FRA
24006758	2AD	FRA
12153714	FIVCO	FRA
66568267	MATERIAUX CUISINES AMENAGEMENTS	FRA
21921263	BATI PRO IMMO	FRA
22619357	ADR PARTICIPATIONS	FRA
17349429	LE MOULINOT PARTICIPATIONS SAS	FRA
20421319	FINANCIERE OPTIMALES	FRA
21416128	DELTA ADMINISTRACAO E	BRA
23202659	220 CAPITAL LLC	BRA
23075044	BRASAL BRASILIA HOLDING S/A	BRA
21287413	PL INVEST	FRA
20650773	PALUDO PARTICIPACOES S/A	BRA
23929137	ECB HOLDING S/A	BRA
65989090	PA HOLDING SRL	ITA
10782485	DUSSMANN STIFTUNG & CO.	DEU
11895266	SECHE ENVIRONNEMENT	FRA
14741315	EI&RE S.R.L.	ITA
21829494	DEDALUS HEALTHCARE SYSTEMS GROUP	ITA
73560251	GEMINOR AS	NOR
4247469	B. BRAUN MELSUNGEN	DEU
19004069	ENVI GROUP S.R.L.	ITA
18997399	YHANK CAPITAL S.R.L.	ITA
22992185	BLUESTONE INVESTMENT S.R.L.	ITA
22644073	COIPA - S.R.L.	ITA
11217689	ACEA S.P.A.	ITA
22347550	G+E GETEC HOLDING GMBH	DEU
14769049	ITEL S.P.A.	ITA
9797042	MSC SOCIETA DI PARTECIPAZIONE TRA	ITA
14788481	FININC S.P.A.	ITA
23528806	LEAF CONSULTING S.R.L.	ITA
23286312	CEBAT HOLDINGS S.P.A.	ITA
24012349	ITELYUM GROUP S.R.L.	ITA
14703888	LOMAFIN - SICURITALIA GROUP	ITA
23456087	CENTURION NEWCO S.P.A.	ITA
13845011	GAMBARI S.R.L.	ITA
19277037	LEMI S.R.L.	ITA
10326049	BOSTON SCIENTIFIC CORPORATION	USA
